BOAMP_AVIS_NUM,D_14_01_Conditionparticipationsystmequalif_Conditions,D_14_02_Conditionparticipationsystmequalif_Methodeverification
19-23571,Les architectes (pour l'équipe de maîtrise d'oeuvre) sont obligatoirement inscrits à l'ordre des architectes ou sont autorisés à exercer en France pour les architectes étrangers (attestation d'aptitude à l'appui).Le maitre d'oeuvre devra être indépendant du constructeur.,
